from_postcode,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_mrs_dists_0,drip_ship_nlvo_ivt_mrs_dists_1,drip_ship_nlvo_ivt_mrs_dists_2,drip_ship_nlvo_ivt_mrs_dists_3,drip_ship_nlvo_ivt_mrs_dists_4,drip_ship_nlvo_ivt_mrs_dists_5,drip_ship_nlvo_ivt_mrs_dists_6,drip_ship_lvo_ivt_mrs_dists_0,drip_ship_lvo_ivt_mrs_dists_1,drip_ship_lvo_ivt_mrs_dists_2,drip_ship_lvo_ivt_mrs_dists_3,drip_ship_lvo_ivt_mrs_dists_4,drip_ship_lvo_ivt_mrs_dists_5,drip_ship_lvo_ivt_mrs_dists_6,drip_ship_lvo_ivt_mt_mrs_dists_0,drip_ship_lvo_ivt_mt_mrs_dists_1,drip_ship_lvo_ivt_mt_mrs_dists_2,drip_ship_lvo_ivt_mt_mrs_dists_3,drip_ship_lvo_ivt_mt_mrs_dists_4,drip_ship_lvo_ivt_mt_mrs_dists_5,drip_ship_lvo_ivt_mt_mrs_dists_6,drip_ship_lvo_mt_mrs_dists_0,drip_ship_lvo_mt_mrs_dists_1,drip_ship_lvo_mt_mrs_dists_2,drip_ship_lvo_mt_mrs_dists_3,drip_ship_lvo_mt_mrs_dists_4,drip_ship_lvo_mt_mrs_dists_5,drip_ship_lvo_mt_mrs_dists_6,mothership_nlvo_ivt_mrs_dists_0,mothership_nlvo_ivt_mrs_dists_1,mothership_nlvo_ivt_mrs_dists_2,mothership_nlvo_ivt_mrs_dists_3,mothership_nlvo_ivt_mrs_dists_4,mothership_nlvo_ivt_mrs_dists_5,mothership_nlvo_ivt_mrs_dists_6,mothership_lvo_ivt_mrs_dists_0,mothership_lvo_ivt_mrs_dists_1,mothership_lvo_ivt_mrs_dists_2,mothership_lvo_ivt_mrs_dists_3,mothership_lvo_ivt_mrs_dists_4,mothership_lvo_ivt_mrs_dists_5,mothership_lvo_ivt_mrs_dists_6,mothership_lvo_ivt_mt_mrs_dists_0,mothership_lvo_ivt_mt_mrs_dists_1,mothership_lvo_ivt_mt_mrs_dists_2,mothership_lvo_ivt_mt_mrs_dists_3,mothership_lvo_ivt_mt_mrs_dists_4,mothership_lvo_ivt_mt_mrs_dists_5,mothership_lvo_ivt_mt_mrs_dists_6,mothership_lvo_mt_mrs_dists_0,mothership_lvo_mt_mrs_dists_1,mothership_lvo_mt_mrs_dists_2,mothership_lvo_mt_mrs_dists_3,mothership_lvo_mt_mrs_dists_4,mothership_lvo_mt_mrs_dists_5,mothership_lvo_mt_mrs_dists_6
N00000036,13.034936869946,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,124.0096740062926,184.00967400629258,0.36693,0.59283,0.70852,0.82705,0.9228,0.9561,1.0,0.10576,0.19788,0.33013,0.49234,0.7101,0.82423,1.0,0.12386,0.2384,0.38442,0.5578,0.75967,0.85701,1.0,0.12386,0.2384,0.38442,0.5578,0.75967,0.85701,1.0,0.35172,0.58255,0.69914,0.81914,0.91851,0.9535,1.0,0.09977,0.19124,0.32401,0.4863,0.70594,0.82131,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0
N00000037,26.0482389454077,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,117.4048869057523,177.4048869057523,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000038,26.0482389454077,BT126BA,26.0482389454077,BT126BA,0.0,BT126BA,False,116.0482389454077,176.04823894540772,116.0482389454077,176.04823894540772,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0
N00000039,26.0482389454077,BT126BA,26.0482389454077,BT126BA,0.0,BT126BA,False,116.0482389454077,176.04823894540772,116.0482389454077,176.04823894540772,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0
N00000040,24.6777297765005,BT412RL,26.0482389454077,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,116.0482389454077,176.04823894540772,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0
N00000041,24.6777297765005,BT126BA,24.6777297765005,BT126BA,0.0,BT126BA,False,114.6777297765005,174.67772977650048,114.6777297765005,174.67772977650048,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.16686,0.29042,0.43348,0.60608,0.79118,0.87761,1.0,0.16686,0.29042,0.43348,0.60608,0.79118,0.87761,1.0,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.16686,0.29042,0.43348,0.60608,0.79118,0.87761,1.0,0.16686,0.29042,0.43348,0.60608,0.79118,0.87761,1.0
N00000042,24.6777297765005,BT126BA,24.6777297765005,BT126BA,0.0,BT126BA,False,114.6777297765005,174.67772977650048,114.6777297765005,174.67772977650048,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.16686,0.29042,0.43348,0.60608,0.79118,0.87761,1.0,0.16686,0.29042,0.43348,0.60608,0.79118,0.87761,1.0,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.16686,0.29042,0.43348,0.60608,0.79118,0.87761,1.0,0.16686,0.29042,0.43348,0.60608,0.79118,0.87761,1.0
N00000043,24.6777297765005,BT412RL,26.0482389454077,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,116.0482389454077,176.04823894540772,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0
N00000044,24.6777297765005,BT412RL,26.0482389454077,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,116.0482389454077,176.04823894540772,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0,0.166,0.28944,0.4326,0.60524,0.79065,0.87727,1.0
N00000045,19.0326579023751,BT412RL,37.8526650536016,BT126BA,28.7486181479082,BT126BA,True,109.03265790237509,257.7812760502833,127.8526650536016,187.85266505360158,0.36255,0.58989,0.70586,0.82482,0.92159,0.95537,1.0,0.10402,0.19596,0.32837,0.49061,0.70891,0.8234,1.0,0.12095,0.23463,0.38069,0.55398,0.75709,0.85529,1.0,0.12095,0.23463,0.38069,0.55398,0.75709,0.85529,1.0,0.34896,0.58065,0.6974,0.81766,0.9177,0.95301,1.0,0.0987,0.19004,0.32289,0.48519,0.70517,0.82077,1.0,0.15875,0.28107,0.42498,0.59795,0.78602,0.87428,1.0,0.15875,0.28107,0.42498,0.59795,0.78602,0.87428,1.0
N00000046,16.0884404323873,BT412RL,36.5804618603731,BT126BA,28.7486181479082,BT126BA,True,106.0884404323873,254.8370585802955,126.5804618603731,186.5804618603731,0.3647,0.59133,0.70717,0.82592,0.92219,0.95573,1.0,0.10487,0.1969,0.32923,0.49146,0.70949,0.8238,1.0,0.12237,0.23648,0.38252,0.55585,0.75836,0.85613,1.0,0.12237,0.23648,0.38252,0.55585,0.75836,0.85613,1.0,0.34988,0.58128,0.69798,0.81815,0.91797,0.95317,1.0,0.09905,0.19044,0.32326,0.48556,0.70543,0.82095,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0
N00000047,14.5772411907136,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,104.57724119071361,253.3258593386218,124.0096740062926,184.00967400629258,0.3658,0.59207,0.70784,0.82648,0.92249,0.95592,1.0,0.10531,0.19739,0.32967,0.49189,0.70979,0.82401,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.35172,0.58255,0.69914,0.81914,0.91851,0.9535,1.0,0.09977,0.19124,0.32401,0.4863,0.70594,0.82131,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0
N00000048,14.5772411907136,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,104.57724119071361,253.3258593386218,124.0096740062926,184.00967400629258,0.3658,0.59207,0.70784,0.82648,0.92249,0.95592,1.0,0.10531,0.19739,0.32967,0.49189,0.70979,0.82401,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.35172,0.58255,0.69914,0.81914,0.91851,0.9535,1.0,0.09977,0.19124,0.32401,0.4863,0.70594,0.82131,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0
N00000049,14.5772411907136,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,104.57724119071361,253.3258593386218,124.0096740062926,184.00967400629258,0.3658,0.59207,0.70784,0.82648,0.92249,0.95592,1.0,0.10531,0.19739,0.32967,0.49189,0.70979,0.82401,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.35172,0.58255,0.69914,0.81914,0.91851,0.9535,1.0,0.09977,0.19124,0.32401,0.4863,0.70594,0.82131,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0
N00000050,13.034936869946,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,124.0096740062926,184.00967400629258,0.36693,0.59283,0.70852,0.82705,0.9228,0.9561,1.0,0.10576,0.19788,0.33013,0.49234,0.7101,0.82423,1.0,0.12386,0.2384,0.38442,0.5578,0.75967,0.85701,1.0,0.12386,0.2384,0.38442,0.5578,0.75967,0.85701,1.0,0.35172,0.58255,0.69914,0.81914,0.91851,0.9535,1.0,0.09977,0.19124,0.32401,0.4863,0.70594,0.82131,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0,0.16108,0.28378,0.42746,0.60032,0.78753,0.87526,1.0
N00000051,8.15778606675056,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,117.4048869057523,177.4048869057523,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000052,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,118.7486181479082,178.7486181479082,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000053,8.15778606675056,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,117.4048869057523,177.4048869057523,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000054,11.4562670706944,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,118.7486181479082,178.7486181479082,0.36808,0.5936,0.70922,0.82764,0.92311,0.9563,1.0,0.10623,0.19839,0.33059,0.49279,0.71041,0.82444,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000055,11.4562670706944,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,118.7486181479082,178.7486181479082,0.36808,0.5936,0.70922,0.82764,0.92311,0.9563,1.0,0.10623,0.19839,0.33059,0.49279,0.71041,0.82444,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000056,11.4562670706944,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,117.4048869057523,177.4048869057523,0.36808,0.5936,0.70922,0.82764,0.92311,0.9563,1.0,0.10623,0.19839,0.33059,0.49279,0.71041,0.82444,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000057,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,118.7486181479082,178.7486181479082,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000058,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,118.7486181479082,178.7486181479082,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000059,9.83402616304834,BT412RL,30.0802640216665,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.58264431095654,120.0802640216665,180.0802640216665,0.36927,0.59439,0.70994,0.82824,0.92343,0.95649,1.0,0.10671,0.19891,0.33107,0.49326,0.71073,0.82467,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.35455,0.58448,0.70091,0.82064,0.91933,0.954,1.0,0.10087,0.19247,0.32515,0.48743,0.70672,0.82186,1.0,0.1635,0.28656,0.42999,0.60275,0.78907,0.87625,1.0,0.1635,0.28656,0.42999,0.60275,0.78907,0.87625,1.0
N00000060,9.83402616304834,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.58264431095654,118.7486181479082,178.7486181479082,0.36927,0.59439,0.70994,0.82824,0.92343,0.95649,1.0,0.10671,0.19891,0.33107,0.49326,0.71073,0.82467,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000061,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,118.7486181479082,178.7486181479082,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000062,11.4562670706944,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,118.7486181479082,178.7486181479082,0.36808,0.5936,0.70922,0.82764,0.92311,0.9563,1.0,0.10623,0.19839,0.33059,0.49279,0.71041,0.82444,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000063,8.15778606675056,BT412RL,30.0802640216665,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,120.0802640216665,180.0802640216665,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.35455,0.58448,0.70091,0.82064,0.91933,0.954,1.0,0.10087,0.19247,0.32515,0.48743,0.70672,0.82186,1.0,0.1635,0.28656,0.42999,0.60275,0.78907,0.87625,1.0,0.1635,0.28656,0.42999,0.60275,0.78907,0.87625,1.0
N00000064,8.15778606675056,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,117.4048869057523,177.4048869057523,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000065,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.58264431095654,117.4048869057523,177.4048869057523,0.36927,0.59439,0.70994,0.82824,0.92343,0.95649,1.0,0.10671,0.19891,0.33107,0.49326,0.71073,0.82467,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000066,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.58264431095654,117.4048869057523,177.4048869057523,0.36927,0.59439,0.70994,0.82824,0.92343,0.95649,1.0,0.10671,0.19891,0.33107,0.49326,0.71073,0.82467,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000067,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.58264431095654,117.4048869057523,177.4048869057523,0.36927,0.59439,0.70994,0.82824,0.92343,0.95649,1.0,0.10671,0.19891,0.33107,0.49326,0.71073,0.82467,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000068,11.4562670706944,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,118.7486181479082,178.7486181479082,0.36808,0.5936,0.70922,0.82764,0.92311,0.9563,1.0,0.10623,0.19839,0.33059,0.49279,0.71041,0.82444,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.12464,0.2394,0.38541,0.5588,0.76035,0.85746,1.0,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0,0.16432,0.28751,0.43085,0.60357,0.78959,0.87659,1.0
N00000069,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.58264431095654,117.4048869057523,177.4048869057523,0.36927,0.59439,0.70994,0.82824,0.92343,0.95649,1.0,0.10671,0.19891,0.33107,0.49326,0.71073,0.82467,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.12544,0.24042,0.38642,0.55983,0.76104,0.85792,1.0,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0,0.16516,0.28847,0.43172,0.6044,0.79012,0.87693,1.0
N00000070,8.15778606675056,BT412RL,31.4005615242259,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.90640421465878,121.4005615242259,181.4005615242259,0.3705,0.5952,0.71068,0.82886,0.92376,0.95669,1.0,0.1072,0.19945,0.33156,0.49374,0.71106,0.8249,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.12627,0.24149,0.38747,0.56089,0.76176,0.85839,1.0,0.3536,0.58383,0.70032,0.82014,0.91905,0.95383,1.0,0.1005,0.19206,0.32476,0.48705,0.70646,0.82168,1.0,0.16268,0.28562,0.42914,0.60194,0.78856,0.87592,1.0,0.16268,0.28562,0.42914,0.60194,0.78856,0.87592,1.0
