lsoa,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_nlvo_ivt_mean_mrs,drip_ship_nlvo_ivt_mrs_less_equal_2,drip_ship_nlvo_ivt_mrs_shift,drip_ship_nlvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mean_mrs,drip_ship_lvo_ivt_mrs_less_equal_2,drip_ship_lvo_ivt_mrs_shift,drip_ship_lvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_ivt_mt_mean_mrs,drip_ship_lvo_ivt_mt_mrs_less_equal_2,drip_ship_lvo_ivt_mt_mrs_shift,drip_ship_lvo_ivt_mt_added_mrs_less_equal_2,drip_ship_lvo_mt_added_utility,drip_ship_lvo_mt_mean_mrs,drip_ship_lvo_mt_mrs_less_equal_2,drip_ship_lvo_mt_mrs_shift,drip_ship_lvo_mt_added_mrs_less_equal_2,mothership_nlvo_ivt_added_utility,mothership_nlvo_ivt_mean_mrs,mothership_nlvo_ivt_mrs_less_equal_2,mothership_nlvo_ivt_mrs_shift,mothership_nlvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mean_mrs,mothership_lvo_ivt_mrs_less_equal_2,mothership_lvo_ivt_mrs_shift,mothership_lvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_mt_added_utility,mothership_lvo_ivt_mt_mean_mrs,mothership_lvo_ivt_mt_mrs_less_equal_2,mothership_lvo_ivt_mt_mrs_shift,mothership_lvo_ivt_mt_added_mrs_less_equal_2,mothership_lvo_mt_added_utility,mothership_lvo_mt_mean_mrs,mothership_lvo_mt_mrs_less_equal_2,mothership_lvo_mt_mrs_shift,mothership_lvo_mt_added_mrs_less_equal_2,drip_ship_lvo_mix_added_utility,drip_ship_lvo_mix_mrs_less_equal_2,drip_ship_lvo_mix_mrs_shift,drip_ship_lvo_mix_added_mrs_less_equal_2,mothership_lvo_mix_added_utility,mothership_lvo_mix_mrs_less_equal_2,mothership_lvo_mix_mrs_shift,mothership_lvo_mix_added_mrs_less_equal_2,drip_ship_weighted_added_utility,drip_ship_weighted_mrs_less_equal_2,drip_ship_weighted_mrs_shift,drip_ship_weighted_added_mrs_less_equal_2,mothership_weighted_added_utility,mothership_weighted_mrs_less_equal_2,mothership_weighted_mrs_shift,mothership_weighted_added_mrs_less_equal_2,drip_ship_weighted_treated_added_utility,drip_ship_weighted_treated_mrs_less_equal_2,drip_ship_weighted_treated_mrs_shift,drip_ship_weighted_treated_added_mrs_less_equal_2,mothership_weighted_treated_added_utility,mothership_weighted_treated_mrs_less_equal_2,mothership_weighted_treated_mrs_shift,mothership_weighted_treated_added_mrs_less_equal_2
N00000832,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000833,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000834,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000835,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000836,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000837,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000838,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000839,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000840,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000841,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000842,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000843,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000844,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000845,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000846,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000847,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000848,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000849,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000850,9.83402616304834,BT126BA,9.83402616304834,BT126BA,0.0,BT126BA,False,99.83402616304834,159.83402616304835,99.83402616304834,159.83402616304835,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.16827,2.786,0.44311,-0.854,0.17811,0.16827,2.786,0.44311,-0.854,0.17811,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.16827,2.786,0.44311,-0.854,0.17811,0.16827,2.786,0.44311,-0.854,0.17811,0.15995,0.43443,-0.81148,0.16943,0.15995,0.43443,-0.81148,0.16943,0.03487,0.1421,-0.18346,0.03729,0.03487,0.1421,-0.18346,0.03729,0.14014,0.57103,-0.73725,0.14985,0.14014,0.57103,-0.73725,0.14985
N00000851,8.15778606675056,BT126BA,8.15778606675056,BT126BA,0.0,BT126BA,False,98.15778606675056,158.15778606675056,98.15778606675056,158.15778606675056,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16928,2.78051,0.4442,-0.85949,0.1792,0.16092,0.43547,-0.81675,0.17047,0.16092,0.43547,-0.81675,0.17047,0.03508,0.14232,-0.1846,0.03751,0.03508,0.14232,-0.1846,0.03751,0.14096,0.57192,-0.74185,0.15074,0.14096,0.57192,-0.74185,0.15074
N00000852,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000853,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000854,6.41121146749091,BT126BA,6.41121146749091,BT126BA,0.0,BT126BA,False,96.41121146749092,156.41121146749092,96.41121146749092,156.41121146749092,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.12136,1.61021,0.71145,-0.66979,0.13145,0.06184,3.32941,0.33207,-0.31059,0.06707,0.17033,2.77479,0.44534,-0.86521,0.18034,0.17033,2.77479,0.44534,-0.86521,0.18034,0.16192,0.43656,-0.82223,0.17156,0.16192,0.43656,-0.82223,0.17156,0.03529,0.14255,-0.1858,0.03774,0.03529,0.14255,-0.1858,0.03774,0.14181,0.57286,-0.74665,0.15167,0.14181,0.57286,-0.74665,0.15167
N00000855,8.15778606675056,BT161RH,13.034936869946,BT126BA,19.0326579023751,BT126BA,True,98.15778606675056,237.19044396912565,103.034936869946,163.034936869946,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.1222,3.03347,0.39356,-0.60653,0.12856,0.1222,3.03347,0.39356,-0.60653,0.12856,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.16635,2.79647,0.44103,-0.84353,0.17603,0.16635,2.79647,0.44103,-0.84353,0.17603,0.11748,0.38876,-0.58339,0.12376,0.15811,0.43244,-0.80144,0.16744,0.02963,0.13646,-0.15533,0.03165,0.03448,0.14167,-0.18127,0.03686,0.11906,0.54837,-0.62419,0.12719,0.13857,0.56932,-0.72845,0.14814
N00000856,8.15778606675056,BT161RH,13.034936869946,BT126BA,19.0326579023751,BT126BA,True,98.15778606675056,237.19044396912565,103.034936869946,163.034936869946,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.1222,3.03347,0.39356,-0.60653,0.12856,0.1222,3.03347,0.39356,-0.60653,0.12856,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.16635,2.79647,0.44103,-0.84353,0.17603,0.16635,2.79647,0.44103,-0.84353,0.17603,0.11748,0.38876,-0.58339,0.12376,0.15811,0.43244,-0.80144,0.16744,0.02963,0.13646,-0.15533,0.03165,0.03448,0.14167,-0.18127,0.03686,0.11906,0.54837,-0.62419,0.12719,0.13857,0.56932,-0.72845,0.14814
N00000857,8.15778606675056,BT161RH,13.034936869946,BT126BA,19.0326579023751,BT126BA,True,98.15778606675056,237.19044396912565,103.034936869946,163.034936869946,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.1222,3.03347,0.39356,-0.60653,0.12856,0.1222,3.03347,0.39356,-0.60653,0.12856,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.16635,2.79647,0.44103,-0.84353,0.17603,0.16635,2.79647,0.44103,-0.84353,0.17603,0.11748,0.38876,-0.58339,0.12376,0.15811,0.43244,-0.80144,0.16744,0.02963,0.13646,-0.15533,0.03165,0.03448,0.14167,-0.18127,0.03686,0.11906,0.54837,-0.62419,0.12719,0.13857,0.56932,-0.72845,0.14814
N00000858,8.15778606675056,BT161RH,13.034936869946,BT126BA,19.0326579023751,BT126BA,True,98.15778606675056,237.19044396912565,103.034936869946,163.034936869946,0.12066,1.61431,0.71068,-0.66569,0.13068,0.06135,3.3321,0.33156,-0.3079,0.06656,0.1222,3.03347,0.39356,-0.60653,0.12856,0.1222,3.03347,0.39356,-0.60653,0.12856,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.16635,2.79647,0.44103,-0.84353,0.17603,0.16635,2.79647,0.44103,-0.84353,0.17603,0.11748,0.38876,-0.58339,0.12376,0.15811,0.43244,-0.80144,0.16744,0.02963,0.13646,-0.15533,0.03165,0.03448,0.14167,-0.18127,0.03686,0.11906,0.54837,-0.62419,0.12719,0.13857,0.56932,-0.72845,0.14814
N00000859,9.83402616304834,BT161RH,13.034936869946,BT126BA,19.0326579023751,BT126BA,True,99.83402616304834,238.86668406542344,103.034936869946,163.034936869946,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.12121,3.0387,0.39251,-0.6013,0.12751,0.12121,3.0387,0.39251,-0.6013,0.12751,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.16635,2.79647,0.44103,-0.84353,0.17603,0.16635,2.79647,0.44103,-0.84353,0.17603,0.11653,0.38775,-0.57837,0.12275,0.15811,0.43244,-0.80144,0.16744,0.02943,0.13624,-0.15421,0.03143,0.03448,0.14167,-0.18127,0.03686,0.11825,0.5475,-0.61971,0.12631,0.13857,0.56932,-0.72845,0.14814
N00000860,9.83402616304834,BT161RH,13.034936869946,BT126BA,19.0326579023751,BT126BA,True,99.83402616304834,238.86668406542344,103.034936869946,163.034936869946,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.12121,3.0387,0.39251,-0.6013,0.12751,0.12121,3.0387,0.39251,-0.6013,0.12751,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.16635,2.79647,0.44103,-0.84353,0.17603,0.16635,2.79647,0.44103,-0.84353,0.17603,0.11653,0.38775,-0.57837,0.12275,0.15811,0.43244,-0.80144,0.16744,0.02943,0.13624,-0.15421,0.03143,0.03448,0.14167,-0.18127,0.03686,0.11825,0.5475,-0.61971,0.12631,0.13857,0.56932,-0.72845,0.14814
N00000861,9.83402616304834,BT161RH,13.034936869946,BT126BA,19.0326579023751,BT126BA,True,99.83402616304834,238.86668406542344,103.034936869946,163.034936869946,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.12121,3.0387,0.39251,-0.6013,0.12751,0.12121,3.0387,0.39251,-0.6013,0.12751,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.16635,2.79647,0.44103,-0.84353,0.17603,0.16635,2.79647,0.44103,-0.84353,0.17603,0.11653,0.38775,-0.57837,0.12275,0.15811,0.43244,-0.80144,0.16744,0.02943,0.13624,-0.15421,0.03143,0.03448,0.14167,-0.18127,0.03686,0.11825,0.5475,-0.61971,0.12631,0.13857,0.56932,-0.72845,0.14814
