from_postcode,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_mt_added_utility,mothership_nlvo_ivt_added_utility,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mt_added_utility,mothership_lvo_mt_added_utility,drip_ship_lvo_mix_added_utility,mothership_lvo_mix_added_utility,drip_ship_weighted_added_utility,mothership_weighted_added_utility,drip_ship_weighted_treated_added_utility,mothership_weighted_treated_added_utility
N00002304,4.56529960917879,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,129.1166217609521,189.1166217609521,0.1221,0.06235,0.11325,0.11325,0.10805,0.05277,0.15073,0.15073,0.10931,0.14314,0.02878,0.03129,0.11565,0.12574
N00002305,4.56529960917879,BT635QQ,37.8526650536016,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,127.8526650536016,187.8526650536016,0.1221,0.06235,0.11325,0.11325,0.10858,0.05312,0.15149,0.15149,0.10931,0.14387,0.02878,0.03145,0.11565,0.12637
N00002306,4.56529960917879,BT635QQ,37.8526650536016,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,127.8526650536016,187.8526650536016,0.1221,0.06235,0.11325,0.11325,0.10858,0.05312,0.15149,0.15149,0.10931,0.14387,0.02878,0.03145,0.11565,0.12637
N00002307,4.56529960917879,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,125.29961114716512,185.2996111471651,0.1221,0.06235,0.11325,0.11325,0.10963,0.05382,0.15301,0.15301,0.10931,0.14532,0.02878,0.03176,0.11565,0.12763
N00002308,4.56529960917879,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,129.1166217609521,189.1166217609521,0.1221,0.06235,0.11325,0.11325,0.10805,0.05277,0.15073,0.15073,0.10931,0.14314,0.02878,0.03129,0.11565,0.12574
N00002309,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002310,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002311,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002312,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002313,2.554855,BT635QQ,37.8526650536016,BT126BA,37.8526650536016,BT126BA,True,92.554855,250.4075200536016,127.8526650536016,187.8526650536016,0.1229,0.06291,0.11443,0.11443,0.10858,0.05312,0.15149,0.15149,0.11044,0.14387,0.02902,0.03145,0.11662,0.12637
N00002314,4.56529960917879,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,129.1166217609521,189.1166217609521,0.1221,0.06235,0.11325,0.11325,0.10805,0.05277,0.15073,0.15073,0.10931,0.14314,0.02878,0.03129,0.11565,0.12574
N00002315,4.56529960917879,BT635QQ,37.8526650536016,BT126BA,37.8526650536016,BT126BA,True,94.5652996091788,252.4179646627804,127.8526650536016,187.8526650536016,0.1221,0.06235,0.11325,0.11325,0.10858,0.05312,0.15149,0.15149,0.10931,0.14387,0.02878,0.03145,0.11565,0.12637
N00002316,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002317,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,0.05999,0.10829,0.10829,0.11016,0.05418,0.15378,0.15378,0.10455,0.14606,0.02776,0.03192,0.11156,0.12826
N00002318,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,0.05999,0.10829,0.10829,0.11016,0.05418,0.15378,0.15378,0.10455,0.14606,0.02776,0.03192,0.11156,0.12826
N00002319,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,0.05999,0.10829,0.10829,0.11016,0.05418,0.15378,0.15378,0.10455,0.14606,0.02776,0.03192,0.11156,0.12826
N00002320,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,0.06043,0.10921,0.10921,0.11016,0.05418,0.15378,0.15378,0.10543,0.14606,0.02795,0.03192,0.11232,0.12826
N00002321,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,0.05999,0.10829,0.10829,0.11016,0.05418,0.15378,0.15378,0.10455,0.14606,0.02776,0.03192,0.11156,0.12826
N00002322,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,0.05999,0.10829,0.10829,0.11016,0.05418,0.15378,0.15378,0.10455,0.14606,0.02776,0.03192,0.11156,0.12826
N00002323,13.034936869946,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,125.29961114716512,185.2996111471651,0.1187,0.05999,0.10829,0.10829,0.10963,0.05382,0.15301,0.15301,0.10455,0.14532,0.02776,0.03176,0.11156,0.12763
N00002324,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,0.05999,0.10829,0.10829,0.11016,0.05418,0.15378,0.15378,0.10455,0.14606,0.02776,0.03192,0.11156,0.12826
N00002325,13.034936869946,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,125.29961114716512,185.2996111471651,0.1187,0.05999,0.10829,0.10829,0.10963,0.05382,0.15301,0.15301,0.10455,0.14532,0.02776,0.03176,0.11156,0.12763
N00002326,16.0884404323873,BT635QQ,30.0802640216665,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,120.0802640216665,180.0802640216665,0.11747,0.05914,0.10651,0.10651,0.11177,0.05526,0.15613,0.15613,0.10284,0.14831,0.0274,0.0324,0.11009,0.13019
N00002327,14.5772411907136,BT635QQ,31.4005615242259,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,121.4005615242259,181.4005615242259,0.11808,0.05956,0.10739,0.10739,0.11123,0.0549,0.15534,0.15534,0.10368,0.14756,0.02758,0.03224,0.11082,0.12955
N00002328,16.0884404323873,BT635QQ,31.4005615242259,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,121.4005615242259,181.4005615242259,0.11747,0.05914,0.10651,0.10651,0.11123,0.0549,0.15534,0.15534,0.10284,0.14756,0.0274,0.03224,0.11009,0.12955
N00002329,14.5772411907136,BT635QQ,31.4005615242259,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,121.4005615242259,181.4005615242259,0.11808,0.05956,0.10739,0.10739,0.11123,0.0549,0.15534,0.15534,0.10368,0.14756,0.02758,0.03224,0.11082,0.12955
N00002330,16.0884404323873,BT635QQ,30.0802640216665,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,120.0802640216665,180.0802640216665,0.11747,0.05914,0.10651,0.10651,0.11177,0.05526,0.15613,0.15613,0.10284,0.14831,0.0274,0.0324,0.11009,0.13019
N00002331,13.034936869946,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,125.29961114716512,185.2996111471651,0.1187,0.05999,0.10829,0.10829,0.10963,0.05382,0.15301,0.15301,0.10455,0.14532,0.02776,0.03176,0.11156,0.12763
N00002332,17.5725337832552,BT635QQ,28.7486181479082,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,118.7486181479082,178.7486181479082,0.11687,0.05873,0.10564,0.10564,0.11232,0.05563,0.15693,0.15693,0.102,0.14908,0.02722,0.03256,0.10938,0.13085
N00002333,17.5725337832552,BT635QQ,28.7486181479082,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,118.7486181479082,178.7486181479082,0.11687,0.05873,0.10564,0.10564,0.11232,0.05563,0.15693,0.15693,0.102,0.14908,0.02722,0.03256,0.10938,0.13085
N00002334,17.5725337832552,BT635QQ,28.7486181479082,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,118.7486181479082,178.7486181479082,0.11687,0.05873,0.10564,0.10564,0.11232,0.05563,0.15693,0.15693,0.102,0.14908,0.02722,0.03256,0.10938,0.13085
N00002335,17.5725337832552,BT635QQ,28.7486181479082,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,118.7486181479082,178.7486181479082,0.11687,0.05873,0.10564,0.10564,0.11232,0.05563,0.15693,0.15693,0.102,0.14908,0.02722,0.03256,0.10938,0.13085
N00002336,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,0.06043,0.10921,0.10921,0.10963,0.05382,0.15301,0.15301,0.10543,0.14532,0.02795,0.03176,0.11232,0.12763
N00002337,9.83402616304834,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,125.29961114716512,185.2996111471651,0.11999,0.06088,0.11016,0.11016,0.10963,0.05382,0.15301,0.15301,0.10634,0.14532,0.02815,0.03176,0.11311,0.12763
N00002338,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,0.06043,0.10921,0.10921,0.10963,0.05382,0.15301,0.15301,0.10543,0.14532,0.02795,0.03176,0.11232,0.12763
N00002339,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,0.06043,0.10921,0.10921,0.10963,0.05382,0.15301,0.15301,0.10543,0.14532,0.02795,0.03176,0.11232,0.12763
N00002340,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,0.06043,0.10921,0.10921,0.10963,0.05382,0.15301,0.15301,0.10543,0.14532,0.02795,0.03176,0.11232,0.12763
N00002341,11.4562670706944,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,125.29961114716512,185.2996111471651,0.11933,0.06043,0.10921,0.10921,0.10963,0.05382,0.15301,0.15301,0.10543,0.14532,0.02795,0.03176,0.11232,0.12763
N00002342,9.83402616304834,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,125.29961114716512,185.2996111471651,0.11999,0.06088,0.11016,0.11016,0.10963,0.05382,0.15301,0.15301,0.10634,0.14532,0.02815,0.03176,0.11311,0.12763
N00002343,9.83402616304834,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,125.29961114716512,185.2996111471651,0.11999,0.06088,0.11016,0.11016,0.10963,0.05382,0.15301,0.15301,0.10634,0.14532,0.02815,0.03176,0.11311,0.12763
N00002344,9.83402616304834,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,122.7101681851292,182.7101681851292,0.11999,0.06088,0.11016,0.11016,0.11069,0.05453,0.15456,0.15456,0.10634,0.14681,0.02815,0.03208,0.11311,0.1289
N00002345,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,0.06043,0.10921,0.10921,0.11016,0.05418,0.15378,0.15378,0.10543,0.14606,0.02795,0.03192,0.11232,0.12826
N00002346,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,0.06043,0.10921,0.10921,0.11016,0.05418,0.15378,0.15378,0.10543,0.14606,0.02795,0.03192,0.11232,0.12826
N00002347,13.034936869946,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,122.7101681851292,182.7101681851292,0.1187,0.05999,0.10829,0.10829,0.11069,0.05453,0.15456,0.15456,0.10455,0.14681,0.02776,0.03208,0.11156,0.1289
N00002348,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,0.05999,0.10829,0.10829,0.11016,0.05418,0.15378,0.15378,0.10455,0.14606,0.02776,0.03192,0.11156,0.12826
N00002349,13.034936869946,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,122.7101681851292,182.7101681851292,0.1187,0.05999,0.10829,0.10829,0.11069,0.05453,0.15456,0.15456,0.10455,0.14681,0.02776,0.03208,0.11156,0.1289
N00002350,14.5772411907136,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,122.7101681851292,182.7101681851292,0.11808,0.05956,0.10739,0.10739,0.11069,0.05453,0.15456,0.15456,0.10368,0.14681,0.02758,0.03208,0.11082,0.1289
N00002351,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,0.06043,0.10921,0.10921,0.11016,0.05418,0.15378,0.15378,0.10543,0.14606,0.02795,0.03192,0.11232,0.12826
N00002352,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,0.06043,0.10921,0.10921,0.11016,0.05418,0.15378,0.15378,0.10543,0.14606,0.02795,0.03192,0.11232,0.12826
N00002353,8.15778606675056,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,125.29961114716512,185.2996111471651,0.12066,0.06135,0.11114,0.11114,0.10963,0.05382,0.15301,0.15301,0.10728,0.14532,0.02835,0.03176,0.11391,0.12763
N00002354,6.41121146749091,BT635QQ,36.5804618603731,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,126.5804618603731,186.5804618603731,0.12136,0.06184,0.11217,0.11217,0.1091,0.05347,0.15225,0.15225,0.10827,0.1446,0.02856,0.0316,0.11476,0.127
N00002355,8.15778606675056,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,125.29961114716512,185.2996111471651,0.12066,0.06135,0.11114,0.11114,0.10963,0.05382,0.15301,0.15301,0.10728,0.14532,0.02835,0.03176,0.11391,0.12763
N00002356,6.41121146749091,BT635QQ,36.5804618603731,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,126.5804618603731,186.5804618603731,0.12136,0.06184,0.11217,0.11217,0.1091,0.05347,0.15225,0.15225,0.10827,0.1446,0.02856,0.0316,0.11476,0.127
N00002357,8.15778606675056,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,125.29961114716512,185.2996111471651,0.12066,0.06135,0.11114,0.11114,0.10963,0.05382,0.15301,0.15301,0.10728,0.14532,0.02835,0.03176,0.11391,0.12763
N00002358,9.83402616304834,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,124.0096740062926,184.00967400629256,0.11999,0.06088,0.11016,0.11016,0.11016,0.05418,0.15378,0.15378,0.10634,0.14606,0.02815,0.03192,0.11311,0.12826
N00002359,9.83402616304834,BT635QQ,35.2996111471651,BT126BA,37.8526650536016,BT126BA,True,99.83402616304834,257.68669121664993,125.29961114716512,185.2996111471651,0.11999,0.06088,0.11016,0.11016,0.10963,0.05382,0.15301,0.15301,0.10634,0.14532,0.02815,0.03176,0.11311,0.12763
N00002360,8.15778606675056,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,129.1166217609521,189.1166217609521,0.12066,0.06135,0.11114,0.11114,0.10805,0.05277,0.15073,0.15073,0.10728,0.14314,0.02835,0.03129,0.11391,0.12574
N00002361,8.15778606675056,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,98.15778606675056,256.0104511203522,129.1166217609521,189.1166217609521,0.12066,0.06135,0.11114,0.11114,0.10805,0.05277,0.15073,0.15073,0.10728,0.14314,0.02835,0.03129,0.11391,0.12574
N00002362,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002363,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002364,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002365,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002366,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002367,6.41121146749091,BT635QQ,39.1166217609521,BT126BA,37.8526650536016,BT126BA,True,96.41121146749092,254.26387652109253,129.1166217609521,189.1166217609521,0.12136,0.06184,0.11217,0.11217,0.10805,0.05277,0.15073,0.15073,0.10827,0.14314,0.02856,0.03129,0.11476,0.12574
N00002368,13.034936869946,BT635QQ,44.0969174783216,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,134.0969174783216,194.0969174783216,0.1187,0.05999,0.10829,0.10829,0.10599,0.0514,0.14776,0.14776,0.10455,0.14029,0.02776,0.03068,0.11156,0.12329
N00002369,13.034936869946,BT635QQ,42.8625469209214,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,132.8625469209214,192.8625469209214,0.1187,0.05999,0.10829,0.10829,0.1065,0.05174,0.1485,0.1485,0.10455,0.141,0.02776,0.03083,0.11156,0.1239
N00002370,11.4562670706944,BT635QQ,42.8625469209214,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,132.8625469209214,192.8625469209214,0.11933,0.06043,0.10921,0.10921,0.1065,0.05174,0.1485,0.1485,0.10543,0.141,0.02795,0.03083,0.11232,0.1239
N00002371,16.0884404323873,BT635QQ,44.0969174783216,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,134.0969174783216,194.0969174783216,0.11747,0.05914,0.10651,0.10651,0.10599,0.0514,0.14776,0.14776,0.10284,0.14029,0.0274,0.03068,0.11009,0.12329
N00002372,16.0884404323873,BT635QQ,40.372699739972,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,130.372699739972,190.372699739972,0.11747,0.05914,0.10651,0.10651,0.10754,0.05242,0.14998,0.14998,0.10284,0.14242,0.0274,0.03114,0.11009,0.12513
N00002373,17.5725337832552,BT635QQ,41.6212373612667,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,131.6212373612667,191.6212373612667,0.11687,0.05873,0.10564,0.10564,0.10702,0.05208,0.14924,0.14924,0.102,0.14171,0.02722,0.03098,0.10938,0.12451
N00002374,17.5725337832552,BT635QQ,42.8625469209214,BT126BA,37.8526650536016,BT126BA,True,107.5725337832552,265.4251988368568,132.8625469209214,192.8625469209214,0.11687,0.05873,0.10564,0.10564,0.1065,0.05174,0.1485,0.1485,0.102,0.141,0.02722,0.03083,0.10938,0.1239
N00002375,16.0884404323873,BT635QQ,41.6212373612667,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,131.6212373612667,191.6212373612667,0.11747,0.05914,0.10651,0.10651,0.10702,0.05208,0.14924,0.14924,0.10284,0.14171,0.0274,0.03098,0.11009,0.12451
N00002376,13.034936869946,BT635QQ,37.8526650536016,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,127.8526650536016,187.8526650536016,0.1187,0.05999,0.10829,0.10829,0.10858,0.05312,0.15149,0.15149,0.10455,0.14387,0.02776,0.03145,0.11156,0.12637
N00002377,16.0884404323873,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,122.7101681851292,182.7101681851292,0.11747,0.05914,0.10651,0.10651,0.11069,0.05453,0.15456,0.15456,0.10284,0.14681,0.0274,0.03208,0.11009,0.1289
N00002378,14.5772411907136,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,124.0096740062926,184.00967400629256,0.11808,0.05956,0.10739,0.10739,0.11016,0.05418,0.15378,0.15378,0.10368,0.14606,0.02758,0.03192,0.11082,0.12826
N00002379,14.5772411907136,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,124.0096740062926,184.00967400629256,0.11808,0.05956,0.10739,0.10739,0.11016,0.05418,0.15378,0.15378,0.10368,0.14606,0.02758,0.03192,0.11082,0.12826
N00002380,11.4562670706944,BT635QQ,36.5804618603731,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,126.5804618603731,186.5804618603731,0.11933,0.06043,0.10921,0.10921,0.1091,0.05347,0.15225,0.15225,0.10543,0.1446,0.02795,0.0316,0.11232,0.127
N00002381,16.0884404323873,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,124.0096740062926,184.00967400629256,0.11747,0.05914,0.10651,0.10651,0.11016,0.05418,0.15378,0.15378,0.10284,0.14606,0.0274,0.03192,0.11009,0.12826
N00002382,14.5772411907136,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,104.5772411907136,262.4299062443152,124.0096740062926,184.00967400629256,0.11808,0.05956,0.10739,0.10739,0.11016,0.05418,0.15378,0.15378,0.10368,0.14606,0.02758,0.03192,0.11082,0.12826
N00002383,16.0884404323873,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,122.7101681851292,182.7101681851292,0.11747,0.05914,0.10651,0.10651,0.11069,0.05453,0.15456,0.15456,0.10284,0.14681,0.0274,0.03208,0.11009,0.1289
N00002384,16.0884404323873,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,124.0096740062926,184.00967400629256,0.11747,0.05914,0.10651,0.10651,0.11016,0.05418,0.15378,0.15378,0.10284,0.14606,0.0274,0.03192,0.11009,0.12826
N00002385,16.0884404323873,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,106.0884404323873,263.9411054859889,124.0096740062926,184.00967400629256,0.11747,0.05914,0.10651,0.10651,0.11016,0.05418,0.15378,0.15378,0.10284,0.14606,0.0274,0.03192,0.11009,0.12826
N00002386,11.4562670706944,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,122.7101681851292,182.7101681851292,0.11933,0.06043,0.10921,0.10921,0.11069,0.05453,0.15456,0.15456,0.10543,0.14681,0.02795,0.03208,0.11232,0.1289
N00002387,11.4562670706944,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,122.7101681851292,182.7101681851292,0.11933,0.06043,0.10921,0.10921,0.11069,0.05453,0.15456,0.15456,0.10543,0.14681,0.02795,0.03208,0.11232,0.1289
N00002388,11.4562670706944,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,122.7101681851292,182.7101681851292,0.11933,0.06043,0.10921,0.10921,0.11069,0.05453,0.15456,0.15456,0.10543,0.14681,0.02795,0.03208,0.11232,0.1289
N00002389,11.4562670706944,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,122.7101681851292,182.7101681851292,0.11933,0.06043,0.10921,0.10921,0.11069,0.05453,0.15456,0.15456,0.10543,0.14681,0.02795,0.03208,0.11232,0.1289
N00002390,11.4562670706944,BT635QQ,32.7101681851292,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,122.7101681851292,182.7101681851292,0.11933,0.06043,0.10921,0.10921,0.11069,0.05453,0.15456,0.15456,0.10543,0.14681,0.02795,0.03208,0.11232,0.1289
N00002391,11.4562670706944,BT635QQ,31.4005615242259,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,121.4005615242259,181.4005615242259,0.11933,0.06043,0.10921,0.10921,0.11123,0.0549,0.15534,0.15534,0.10543,0.14756,0.02795,0.03224,0.11232,0.12955
N00002392,11.4562670706944,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,101.4562670706944,259.308932124296,124.0096740062926,184.00967400629256,0.11933,0.06043,0.10921,0.10921,0.11016,0.05418,0.15378,0.15378,0.10543,0.14606,0.02795,0.03192,0.11232,0.12826
N00002393,13.034936869946,BT635QQ,34.0096740062926,BT126BA,37.8526650536016,BT126BA,True,103.034936869946,260.8876019235476,124.0096740062926,184.00967400629256,0.1187,0.05999,0.10829,0.10829,0.11016,0.05418,0.15378,0.15378,0.10455,0.14606,0.02776,0.03192,0.11156,0.12826
