from_postcode,nlvo_ivt_added_utility,nlvo_ivt_mean_mrs,nlvo_ivt_mrs_less_equal_2,nlvo_ivt_mrs_shift,nlvo_ivt_added_mrs_less_equal_2,lvo_ivt_added_utility,lvo_ivt_mean_mrs,lvo_ivt_mrs_less_equal_2,lvo_ivt_mrs_shift,lvo_ivt_added_mrs_less_equal_2,lvo_ivt_mt_added_utility,lvo_ivt_mt_mean_mrs,lvo_ivt_mt_mrs_less_equal_2,lvo_ivt_mt_mrs_shift,lvo_ivt_mt_added_mrs_less_equal_2,lvo_mt_added_utility,lvo_mt_mean_mrs,lvo_mt_mrs_less_equal_2,lvo_mt_mrs_shift,lvo_mt_added_mrs_less_equal_2
N00000016,0.09776,1.74689,0.68555,-0.53311,0.10555,0.04603,3.41582,0.31543,-0.22418,0.05043,0.06637,3.32541,0.33481,-0.31459,0.06981,0.06637,3.32541,0.33481,-0.31459,0.06981
N00000017,0.09627,1.75545,0.68391,-0.52455,0.10391,0.04507,3.42103,0.31442,-0.21897,0.04942,0.06437,3.33575,0.33274,-0.30425,0.06774,0.06437,3.33575,0.33274,-0.30425,0.06774
N00000018,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000019,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000020,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000021,0.09627,1.75545,0.68391,-0.52455,0.10391,0.04507,3.42103,0.31442,-0.21897,0.04942,0.06437,3.33575,0.33274,-0.30425,0.06774,0.06437,3.33575,0.33274,-0.30425,0.06774
N00000022,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000023,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000024,0.09429,1.76674,0.68175,-0.51326,0.10175,0.04381,3.42786,0.3131,-0.21214,0.0481,0.06175,3.3493,0.33003,-0.2907,0.06503,0.06175,3.3493,0.33003,-0.2907,0.06503
N00000025,0.09283,1.77511,0.68015,-0.50489,0.10015,0.04288,3.43291,0.31212,-0.20709,0.04712,0.05981,3.3593,0.32803,-0.2807,0.06303,0.05981,3.3593,0.32803,-0.2807,0.06303
N00000026,0.0938,1.76953,0.68122,-0.51047,0.10122,0.0435,3.42955,0.31277,-0.21045,0.04777,0.0611,3.35265,0.32936,-0.28735,0.06436,0.0611,3.35265,0.32936,-0.28735,0.06436
N00000027,0.09234,1.77788,0.67962,-0.50212,0.09962,0.04258,3.43457,0.31179,-0.20543,0.04679,0.05917,3.36261,0.32737,-0.27739,0.06237,0.05917,3.36261,0.32737,-0.27739,0.06237
N00000028,0.09234,1.77788,0.67962,-0.50212,0.09962,0.04258,3.43457,0.31179,-0.20543,0.04679,0.05917,3.36261,0.32737,-0.27739,0.06237,0.05917,3.36261,0.32737,-0.27739,0.06237
N00000029,0.09429,1.76674,0.68175,-0.51326,0.10175,0.04381,3.42786,0.3131,-0.21214,0.0481,0.06175,3.3493,0.33003,-0.2907,0.06503,0.06175,3.3493,0.33003,-0.2907,0.06503
N00000030,0.09283,1.77511,0.68015,-0.50489,0.10015,0.04288,3.43291,0.31212,-0.20709,0.04712,0.05981,3.3593,0.32803,-0.2807,0.06303,0.05981,3.3593,0.32803,-0.2807,0.06303
N00000031,0.09528,1.76111,0.68283,-0.51889,0.10283,0.04444,3.42446,0.31376,-0.21554,0.04876,0.06305,3.34255,0.33138,-0.29745,0.06638,0.06305,3.34255,0.33138,-0.29745,0.06638
N00000032,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000033,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000034,0.09726,1.74976,0.685,-0.53024,0.105,0.04571,3.41757,0.31509,-0.22243,0.05009,0.0657,3.32887,0.33412,-0.31113,0.06912,0.0657,3.32887,0.33412,-0.31113,0.06912
N00000035,0.09726,1.74976,0.685,-0.53024,0.105,0.04571,3.41757,0.31509,-0.22243,0.05009,0.0657,3.32887,0.33412,-0.31113,0.06912,0.0657,3.32887,0.33412,-0.31113,0.06912
N00000036,0.09726,1.74976,0.685,-0.53024,0.105,0.04571,3.41757,0.31509,-0.22243,0.05009,0.0657,3.32887,0.33412,-0.31113,0.06912,0.0657,3.32887,0.33412,-0.31113,0.06912
N00000037,0.09186,1.78065,0.67909,-0.49935,0.09909,0.04227,3.43623,0.31147,-0.20377,0.04647,0.05853,3.3659,0.32671,-0.2741,0.06171,0.05853,3.3659,0.32671,-0.2741,0.06171
N00000038,0.09137,1.78341,0.67856,-0.49659,0.09856,0.04196,3.43789,0.31115,-0.20211,0.04615,0.05789,3.36918,0.32605,-0.27082,0.06105,0.05789,3.36918,0.32605,-0.27082,0.06105
N00000039,0.09186,1.78065,0.67909,-0.49935,0.09909,0.04227,3.43623,0.31147,-0.20377,0.04647,0.05853,3.3659,0.32671,-0.2741,0.06171,0.05853,3.3659,0.32671,-0.2741,0.06171
N00000040,0.09234,1.77788,0.67962,-0.50212,0.09962,0.04258,3.43457,0.31179,-0.20543,0.04679,0.05917,3.36261,0.32737,-0.27739,0.06237,0.05917,3.36261,0.32737,-0.27739,0.06237
N00000041,0.09186,1.78065,0.67909,-0.49935,0.09909,0.04227,3.43623,0.31147,-0.20377,0.04647,0.05853,3.3659,0.32671,-0.2741,0.06171,0.05853,3.3659,0.32671,-0.2741,0.06171
N00000042,0.09234,1.77788,0.67962,-0.50212,0.09962,0.04258,3.43457,0.31179,-0.20543,0.04679,0.05917,3.36261,0.32737,-0.27739,0.06237,0.05917,3.36261,0.32737,-0.27739,0.06237
N00000043,0.09234,1.77788,0.67962,-0.50212,0.09962,0.04258,3.43457,0.31179,-0.20543,0.04679,0.05917,3.36261,0.32737,-0.27739,0.06237,0.05917,3.36261,0.32737,-0.27739,0.06237
N00000044,0.09234,1.77788,0.67962,-0.50212,0.09962,0.04258,3.43457,0.31179,-0.20543,0.04679,0.05917,3.36261,0.32737,-0.27739,0.06237,0.05917,3.36261,0.32737,-0.27739,0.06237
N00000045,0.09826,1.74402,0.6861,-0.53598,0.1061,0.04636,3.41407,0.31577,-0.22593,0.05077,0.06705,3.32193,0.33551,-0.31807,0.07051,0.06705,3.32193,0.33551,-0.31807,0.07051
N00000046,0.09978,1.73533,0.68776,-0.54467,0.10776,0.04733,3.40875,0.3168,-0.23125,0.0518,0.06908,3.31139,0.33762,-0.32861,0.07262,0.06908,3.31139,0.33762,-0.32861,0.07262
N00000047,0.09877,1.74114,0.68665,-0.53886,0.10665,0.04668,3.4123,0.31611,-0.2277,0.05111,0.06772,3.31844,0.33621,-0.32156,0.07121,0.06772,3.31844,0.33621,-0.32156,0.07121
N00000048,0.09726,1.74976,0.685,-0.53024,0.105,0.04571,3.41757,0.31509,-0.22243,0.05009,0.0657,3.32887,0.33412,-0.31113,0.06912,0.0657,3.32887,0.33412,-0.31113,0.06912
N00000049,0.09726,1.74976,0.685,-0.53024,0.105,0.04571,3.41757,0.31509,-0.22243,0.05009,0.0657,3.32887,0.33412,-0.31113,0.06912,0.0657,3.32887,0.33412,-0.31113,0.06912
N00000050,0.09726,1.74976,0.685,-0.53024,0.105,0.04571,3.41757,0.31509,-0.22243,0.05009,0.0657,3.32887,0.33412,-0.31113,0.06912,0.0657,3.32887,0.33412,-0.31113,0.06912
N00000051,0.09726,1.74976,0.685,-0.53024,0.105,0.04571,3.41757,0.31509,-0.22243,0.05009,0.0657,3.32887,0.33412,-0.31113,0.06912,0.0657,3.32887,0.33412,-0.31113,0.06912
N00000052,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000053,0.09676,1.75261,0.68446,-0.52739,0.10446,0.04539,3.4193,0.31476,-0.2207,0.04976,0.06504,3.33232,0.33343,-0.30768,0.06843,0.06504,3.33232,0.33343,-0.30768,0.06843
N00000054,0.09627,1.75545,0.68391,-0.52455,0.10391,0.04507,3.42103,0.31442,-0.21897,0.04942,0.06437,3.33575,0.33274,-0.30425,0.06774,0.06437,3.33575,0.33274,-0.30425,0.06774
N00000055,0.09627,1.75545,0.68391,-0.52455,0.10391,0.04507,3.42103,0.31442,-0.21897,0.04942,0.06437,3.33575,0.33274,-0.30425,0.06774,0.06437,3.33575,0.33274,-0.30425,0.06774
N00000056,0.09627,1.75545,0.68391,-0.52455,0.10391,0.04507,3.42103,0.31442,-0.21897,0.04942,0.06437,3.33575,0.33274,-0.30425,0.06774,0.06437,3.33575,0.33274,-0.30425,0.06774
N00000057,0.09726,1.74976,0.685,-0.53024,0.105,0.04571,3.41757,0.31509,-0.22243,0.05009,0.0657,3.32887,0.33412,-0.31113,0.06912,0.0657,3.32887,0.33412,-0.31113,0.06912
