from_postcode,nlvo_ivt_added_utility,nlvo_ivt_mean_mrs,nlvo_ivt_mrs_less_equal_2,nlvo_ivt_mrs_shift,nlvo_ivt_added_mrs_less_equal_2,lvo_ivt_added_utility,lvo_ivt_mean_mrs,lvo_ivt_mrs_less_equal_2,lvo_ivt_mrs_shift,lvo_ivt_added_mrs_less_equal_2,lvo_ivt_mt_added_utility,lvo_ivt_mt_mean_mrs,lvo_ivt_mt_mrs_less_equal_2,lvo_ivt_mt_mrs_shift,lvo_ivt_mt_added_mrs_less_equal_2,lvo_mt_added_utility,lvo_mt_mean_mrs,lvo_mt_mrs_less_equal_2,lvo_mt_mrs_shift,lvo_mt_added_mrs_less_equal_2
N00000804,0.08062,1.84439,0.66683,-0.43561,0.08683,0.0353,3.47386,0.30414,-0.16614,0.03914,0.04402,3.44055,0.31185,-0.19945,0.04685,0.04402,3.44055,0.31185,-0.19945,0.04685
N00000805,0.07948,1.85081,0.66559,-0.42919,0.08559,0.03461,3.47759,0.30341,-0.16241,0.03841,0.04257,3.44795,0.31038,-0.19205,0.04538,0.04257,3.44795,0.31038,-0.19205,0.04538
N00000806,0.0726,1.88956,0.6581,-0.39044,0.0781,0.03047,3.49984,0.29906,-0.14016,0.03406,0.03397,3.49208,0.30165,-0.14792,0.03665,0.03397,3.49208,0.30165,-0.14792,0.03665
N00000807,0.07375,1.88308,0.65935,-0.39692,0.07935,0.03116,3.49615,0.29978,-0.14385,0.03478,0.0354,3.48476,0.30309,-0.15524,0.03809,0.0354,3.48476,0.30309,-0.15524,0.03809
N00000808,0.07433,1.87984,0.65998,-0.40016,0.07998,0.0315,3.4943,0.30014,-0.1457,0.03514,0.03611,3.4811,0.30382,-0.1589,0.03882,0.03611,3.4811,0.30382,-0.1589,0.03882
N00000809,0.07433,1.87984,0.65998,-0.40016,0.07998,0.0315,3.4943,0.30014,-0.1457,0.03514,0.03611,3.4811,0.30382,-0.1589,0.03882,0.03611,3.4811,0.30382,-0.1589,0.03882
N00000810,0.07375,1.88308,0.65935,-0.39692,0.07935,0.03116,3.49615,0.29978,-0.14385,0.03478,0.0354,3.48476,0.30309,-0.15524,0.03809,0.0354,3.48476,0.30309,-0.15524,0.03809
N00000811,0.07433,1.87984,0.65998,-0.40016,0.07998,0.0315,3.4943,0.30014,-0.1457,0.03514,0.03611,3.4811,0.30382,-0.1589,0.03882,0.03611,3.4811,0.30382,-0.1589,0.03882
N00000812,0.07433,1.87984,0.65998,-0.40016,0.07998,0.0315,3.4943,0.30014,-0.1457,0.03514,0.03611,3.4811,0.30382,-0.1589,0.03882,0.03611,3.4811,0.30382,-0.1589,0.03882
N00000813,0.07834,1.85725,0.66435,-0.42275,0.08435,0.03392,3.48132,0.30268,-0.15868,0.03768,0.04113,3.45534,0.30891,-0.18466,0.04391,0.04113,3.45534,0.30891,-0.18466,0.04391
N00000814,0.07834,1.85725,0.66435,-0.42275,0.08435,0.03392,3.48132,0.30268,-0.15868,0.03768,0.04113,3.45534,0.30891,-0.18466,0.04391,0.04113,3.45534,0.30891,-0.18466,0.04391
N00000815,0.07891,1.85403,0.66497,-0.42597,0.08497,0.03426,3.47946,0.30304,-0.16054,0.03804,0.04185,3.45165,0.30964,-0.18835,0.04464,0.04185,3.45165,0.30964,-0.18835,0.04464
N00000816,0.07891,1.85403,0.66497,-0.42597,0.08497,0.03426,3.47946,0.30304,-0.16054,0.03804,0.04185,3.45165,0.30964,-0.18835,0.04464,0.04185,3.45165,0.30964,-0.18835,0.04464
N00000817,0.07891,1.85403,0.66497,-0.42597,0.08497,0.03426,3.47946,0.30304,-0.16054,0.03804,0.04185,3.45165,0.30964,-0.18835,0.04464,0.04185,3.45165,0.30964,-0.18835,0.04464
N00000818,0.07834,1.85725,0.66435,-0.42275,0.08435,0.03392,3.48132,0.30268,-0.15868,0.03768,0.04113,3.45534,0.30891,-0.18466,0.04391,0.04113,3.45534,0.30891,-0.18466,0.04391
N00000819,0.07891,1.85403,0.66497,-0.42597,0.08497,0.03426,3.47946,0.30304,-0.16054,0.03804,0.04185,3.45165,0.30964,-0.18835,0.04464,0.04185,3.45165,0.30964,-0.18835,0.04464
N00000820,0.07891,1.85403,0.66497,-0.42597,0.08497,0.03426,3.47946,0.30304,-0.16054,0.03804,0.04185,3.45165,0.30964,-0.18835,0.04464,0.04185,3.45165,0.30964,-0.18835,0.04464
N00000821,0.07891,1.85403,0.66497,-0.42597,0.08497,0.03426,3.47946,0.30304,-0.16054,0.03804,0.04185,3.45165,0.30964,-0.18835,0.04464,0.04185,3.45165,0.30964,-0.18835,0.04464
N00000822,0.07891,1.85403,0.66497,-0.42597,0.08497,0.03426,3.47946,0.30304,-0.16054,0.03804,0.04185,3.45165,0.30964,-0.18835,0.04464,0.04185,3.45165,0.30964,-0.18835,0.04464
N00000823,0.07948,1.85081,0.66559,-0.42919,0.08559,0.03461,3.47759,0.30341,-0.16241,0.03841,0.04257,3.44795,0.31038,-0.19205,0.04538,0.04257,3.44795,0.31038,-0.19205,0.04538
N00000824,0.07891,1.85403,0.66497,-0.42597,0.08497,0.03426,3.47946,0.30304,-0.16054,0.03804,0.04185,3.45165,0.30964,-0.18835,0.04464,0.04185,3.45165,0.30964,-0.18835,0.04464
N00000825,0.08897,1.7971,0.67593,-0.4829,0.09593,0.04045,3.44606,0.30956,-0.19394,0.04456,0.05474,3.38539,0.32282,-0.25461,0.05782,0.05474,3.38539,0.32282,-0.25461,0.05782
N00000826,0.08897,1.7971,0.67593,-0.4829,0.09593,0.04045,3.44606,0.30956,-0.19394,0.04456,0.05474,3.38539,0.32282,-0.25461,0.05782,0.05474,3.38539,0.32282,-0.25461,0.05782
N00000827,0.08897,1.7971,0.67593,-0.4829,0.09593,0.04045,3.44606,0.30956,-0.19394,0.04456,0.05474,3.38539,0.32282,-0.25461,0.05782,0.05474,3.38539,0.32282,-0.25461,0.05782
N00000828,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000829,0.08897,1.7971,0.67593,-0.4829,0.09593,0.04045,3.44606,0.30956,-0.19394,0.04456,0.05474,3.38539,0.32282,-0.25461,0.05782,0.05474,3.38539,0.32282,-0.25461,0.05782
N00000830,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000831,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000832,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000833,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000834,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000835,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000836,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000837,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000838,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000839,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000840,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000841,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000842,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000843,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000844,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000845,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000846,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000847,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000848,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000849,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000850,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000851,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000852,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000853,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000854,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000855,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000856,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000857,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000858,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000859,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000860,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000861,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000862,0.08945,1.79438,0.67645,-0.48562,0.09645,0.04075,3.44444,0.30987,-0.19556,0.04487,0.05537,3.38218,0.32346,-0.25782,0.05846,0.05537,3.38218,0.32346,-0.25782,0.05846
N00000863,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000864,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000865,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000866,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000867,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000868,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000869,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000870,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000871,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000872,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000873,0.09137,1.78341,0.67856,-0.49659,0.09856,0.04196,3.43789,0.31115,-0.20211,0.04615,0.05789,3.36918,0.32605,-0.27082,0.06105,0.05789,3.36918,0.32605,-0.27082,0.06105
N00000874,0.09137,1.78341,0.67856,-0.49659,0.09856,0.04196,3.43789,0.31115,-0.20211,0.04615,0.05789,3.36918,0.32605,-0.27082,0.06105,0.05789,3.36918,0.32605,-0.27082,0.06105
N00000875,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000876,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000877,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000878,0.09137,1.78341,0.67856,-0.49659,0.09856,0.04196,3.43789,0.31115,-0.20211,0.04615,0.05789,3.36918,0.32605,-0.27082,0.06105,0.05789,3.36918,0.32605,-0.27082,0.06105
N00000879,0.09137,1.78341,0.67856,-0.49659,0.09856,0.04196,3.43789,0.31115,-0.20211,0.04615,0.05789,3.36918,0.32605,-0.27082,0.06105,0.05789,3.36918,0.32605,-0.27082,0.06105
N00000880,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000881,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000882,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000883,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000884,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000885,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000886,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000887,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000888,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000889,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000890,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000891,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000892,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000893,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000894,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000895,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000896,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000897,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000898,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000899,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000900,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000901,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000902,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000903,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000904,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000905,0.08993,1.79164,0.67698,-0.48836,0.09698,0.04105,3.44281,0.31019,-0.19719,0.04519,0.056,3.37895,0.32411,-0.26105,0.05911,0.056,3.37895,0.32411,-0.26105,0.05911
N00000906,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000907,0.09137,1.78341,0.67856,-0.49659,0.09856,0.04196,3.43789,0.31115,-0.20211,0.04615,0.05789,3.36918,0.32605,-0.27082,0.06105,0.05789,3.36918,0.32605,-0.27082,0.06105
N00000908,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000909,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000910,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000911,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000912,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000913,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000914,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000915,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000916,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000917,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000918,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000919,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000920,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000921,0.09137,1.78341,0.67856,-0.49659,0.09856,0.04196,3.43789,0.31115,-0.20211,0.04615,0.05789,3.36918,0.32605,-0.27082,0.06105,0.05789,3.36918,0.32605,-0.27082,0.06105
N00000922,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000923,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000924,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000925,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000926,0.09089,1.78616,0.67803,-0.49384,0.09803,0.04166,3.43953,0.31083,-0.20047,0.04583,0.05726,3.37245,0.3254,-0.26755,0.0604,0.05726,3.37245,0.3254,-0.26755,0.0604
N00000927,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
N00000928,0.09041,1.78891,0.6775,-0.49109,0.0975,0.04136,3.44117,0.31051,-0.19883,0.04551,0.05663,3.3757,0.32475,-0.2643,0.05975,0.05663,3.3757,0.32475,-0.2643,0.05975
