from_postcode,nlvo_ivt_added_utility,nlvo_ivt_mean_mrs,nlvo_ivt_mrs_less_equal_2,nlvo_ivt_mrs_shift,nlvo_ivt_added_mrs_less_equal_2,lvo_ivt_added_utility,lvo_ivt_mean_mrs,lvo_ivt_mrs_less_equal_2,lvo_ivt_mrs_shift,lvo_ivt_added_mrs_less_equal_2,lvo_ivt_mt_added_utility,lvo_ivt_mt_mean_mrs,lvo_ivt_mt_mrs_less_equal_2,lvo_ivt_mt_mrs_shift,lvo_ivt_mt_added_mrs_less_equal_2,lvo_mt_added_utility,lvo_mt_mean_mrs,lvo_mt_mrs_less_equal_2,lvo_mt_mrs_shift,lvo_mt_added_mrs_less_equal_2
N00001237,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001238,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001239,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001240,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001241,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001242,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001243,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001244,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001245,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001246,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001247,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001248,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001249,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001250,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001251,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001252,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001253,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001254,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001255,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001256,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001257,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001258,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001259,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001260,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001261,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001262,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001263,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001264,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001265,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001266,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001267,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001268,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001269,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001270,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001271,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001272,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001273,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001274,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001275,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001276,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001277,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001278,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001279,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001280,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001281,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001282,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001283,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001284,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001285,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001286,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001287,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001288,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001289,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001290,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001291,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001292,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001293,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001294,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001295,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001296,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001297,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001298,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001299,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001300,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001301,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001302,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001303,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001304,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001305,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001306,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001307,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001308,0.10988,1.67704,0.69884,-0.60296,0.11884,0.05399,3.37244,0.32381,-0.26756,0.05881,0.10681,3.11474,0.37719,-0.52526,0.11219,0.10681,3.11474,0.37719,-0.52526,0.11219
N00001309,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001310,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001311,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001312,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001313,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001314,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001315,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001316,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001317,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001318,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001319,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001320,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001321,0.10876,1.68355,0.69761,-0.59645,0.11761,0.05324,3.37655,0.32302,-0.26345,0.05802,0.10522,3.1231,0.3755,-0.5169,0.1105,0.10522,3.1231,0.3755,-0.5169,0.1105
N00001322,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001323,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001324,0.10821,1.68675,0.697,-0.59325,0.117,0.05287,3.37857,0.32263,-0.26143,0.05763,0.10443,3.12722,0.37467,-0.51278,0.10967,0.10443,3.12722,0.37467,-0.51278,0.10967
N00001325,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001326,0.10603,1.69934,0.69461,-0.58066,0.11461,0.05142,3.38646,0.32111,-0.25354,0.05611,0.10137,3.14331,0.37143,-0.49669,0.10643,0.10137,3.14331,0.37143,-0.49669,0.10643
N00001327,0.10603,1.69934,0.69461,-0.58066,0.11461,0.05142,3.38646,0.32111,-0.25354,0.05611,0.10137,3.14331,0.37143,-0.49669,0.10643,0.10137,3.14331,0.37143,-0.49669,0.10643
N00001328,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001329,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001330,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001331,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001332,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001333,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001334,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001335,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001336,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001337,0.10711,1.69309,0.69579,-0.58691,0.11579,0.05214,3.38255,0.32186,-0.25745,0.05686,0.10289,3.13534,0.37304,-0.50466,0.10804,0.10289,3.13534,0.37304,-0.50466,0.10804
N00001338,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001339,0.10603,1.69934,0.69461,-0.58066,0.11461,0.05142,3.38646,0.32111,-0.25354,0.05611,0.10137,3.14331,0.37143,-0.49669,0.10643,0.10137,3.14331,0.37143,-0.49669,0.10643
N00001340,0.10603,1.69934,0.69461,-0.58066,0.11461,0.05142,3.38646,0.32111,-0.25354,0.05611,0.10137,3.14331,0.37143,-0.49669,0.10643,0.10137,3.14331,0.37143,-0.49669,0.10643
N00001341,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001342,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001343,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001344,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001345,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001346,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001347,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001348,0.10657,1.69623,0.6952,-0.58377,0.1152,0.05178,3.38452,0.32149,-0.25548,0.05649,0.10212,3.13934,0.37223,-0.50066,0.10723,0.10212,3.13934,0.37223,-0.50066,0.10723
N00001349,0.10766,1.68994,0.69639,-0.59006,0.11639,0.0525,3.38057,0.32225,-0.25943,0.05725,0.10365,3.1313,0.37385,-0.5087,0.10885,0.10365,3.1313,0.37385,-0.5087,0.10885
N00001350,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
N00001351,0.10988,1.67704,0.69884,-0.60296,0.11884,0.05399,3.37244,0.32381,-0.26756,0.05881,0.10681,3.11474,0.37719,-0.52526,0.11219,0.10681,3.11474,0.37719,-0.52526,0.11219
N00001352,0.10988,1.67704,0.69884,-0.60296,0.11884,0.05399,3.37244,0.32381,-0.26756,0.05881,0.10681,3.11474,0.37719,-0.52526,0.11219,0.10681,3.11474,0.37719,-0.52526,0.11219
N00001353,0.10988,1.67704,0.69884,-0.60296,0.11884,0.05399,3.37244,0.32381,-0.26756,0.05881,0.10681,3.11474,0.37719,-0.52526,0.11219,0.10681,3.11474,0.37719,-0.52526,0.11219
N00001354,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
N00001355,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
N00001356,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
N00001357,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
N00001358,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
N00001359,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
N00001360,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
N00001361,0.10932,1.68031,0.69822,-0.59969,0.11822,0.05361,3.37451,0.32341,-0.26549,0.05841,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134
