from_postcode,nlvo_ivt_added_utility,nlvo_ivt_mean_mrs,nlvo_ivt_mrs_less_equal_2,nlvo_ivt_mrs_shift,nlvo_ivt_added_mrs_less_equal_2,lvo_ivt_added_utility,lvo_ivt_mean_mrs,lvo_ivt_mrs_less_equal_2,lvo_ivt_mrs_shift,lvo_ivt_added_mrs_less_equal_2,lvo_ivt_mt_added_utility,lvo_ivt_mt_mean_mrs,lvo_ivt_mt_mrs_less_equal_2,lvo_ivt_mt_mrs_shift,lvo_ivt_mt_added_mrs_less_equal_2,lvo_mt_added_utility,lvo_mt_mean_mrs,lvo_mt_mrs_less_equal_2,lvo_mt_mrs_shift,lvo_mt_added_mrs_less_equal_2
N00000080,0.11402,1.65303,0.70338,-0.62697,0.12338,0.05678,3.35717,0.32675,-0.28283,0.06175,0.11272,3.08361,0.38346,-0.55639,0.11846,0.11272,3.08361,0.38346,-0.55639,0.11846
N00000081,0.11465,1.64938,0.70407,-0.63062,0.12407,0.05721,3.35482,0.3272,-0.28518,0.0622,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942
N00000082,0.11595,1.64181,0.7055,-0.63819,0.1255,0.0581,3.34995,0.32814,-0.29005,0.06314,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142
N00000083,0.11402,1.65303,0.70338,-0.62697,0.12338,0.05678,3.35717,0.32675,-0.28283,0.06175,0.11272,3.08361,0.38346,-0.55639,0.11846,0.11272,3.08361,0.38346,-0.55639,0.11846
N00000084,0.11161,1.66703,0.70073,-0.61297,0.12073,0.05515,3.3661,0.32503,-0.2739,0.06003,0.10927,3.1018,0.3798,-0.5382,0.1148,0.10927,3.1018,0.3798,-0.5382,0.1148
N00000085,0.11465,1.64938,0.70407,-0.63062,0.12407,0.05721,3.35482,0.3272,-0.28518,0.0622,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942
N00000086,0.11465,1.64938,0.70407,-0.63062,0.12407,0.05721,3.35482,0.3272,-0.28518,0.0622,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942
N00000087,0.11529,1.64564,0.70478,-0.63436,0.12478,0.05765,3.35242,0.32766,-0.28758,0.06266,0.11455,3.07396,0.38541,-0.56604,0.12041,0.11455,3.07396,0.38541,-0.56604,0.12041
N00000088,0.11465,1.64938,0.70407,-0.63062,0.12407,0.05721,3.35482,0.3272,-0.28518,0.0622,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942
N00000089,0.11465,1.64938,0.70407,-0.63062,0.12407,0.05721,3.35482,0.3272,-0.28518,0.0622,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942
N00000090,0.11465,1.64938,0.70407,-0.63062,0.12407,0.05721,3.35482,0.3272,-0.28518,0.0622,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942
N00000091,0.11465,1.64938,0.70407,-0.63062,0.12407,0.05721,3.35482,0.3272,-0.28518,0.0622,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942
N00000092,0.11465,1.64938,0.70407,-0.63062,0.12407,0.05721,3.35482,0.3272,-0.28518,0.0622,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942
N00000093,0.11595,1.64181,0.7055,-0.63819,0.1255,0.0581,3.34995,0.32814,-0.29005,0.06314,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142
N00000094,0.11529,1.64564,0.70478,-0.63436,0.12478,0.05765,3.35242,0.32766,-0.28758,0.06266,0.11455,3.07396,0.38541,-0.56604,0.12041,0.11455,3.07396,0.38541,-0.56604,0.12041
N00000095,0.11402,1.65303,0.70338,-0.62697,0.12338,0.05678,3.35717,0.32675,-0.28283,0.06175,0.11272,3.08361,0.38346,-0.55639,0.11846,0.11272,3.08361,0.38346,-0.55639,0.11846
N00000096,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000097,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000098,0.11734,1.63373,0.70702,-0.64627,0.12702,0.05905,3.34473,0.32914,-0.29527,0.06414,0.11751,3.0583,0.38856,-0.5817,0.12356,0.11751,3.0583,0.38856,-0.5817,0.12356
N00000099,0.11734,1.63373,0.70702,-0.64627,0.12702,0.05905,3.34473,0.32914,-0.29527,0.06414,0.11751,3.0583,0.38856,-0.5817,0.12356,0.11751,3.0583,0.38856,-0.5817,0.12356
N00000100,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000101,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000102,0.11734,1.63373,0.70702,-0.64627,0.12702,0.05905,3.34473,0.32914,-0.29527,0.06414,0.11751,3.0583,0.38856,-0.5817,0.12356,0.11751,3.0583,0.38856,-0.5817,0.12356
N00000103,0.11734,1.63373,0.70702,-0.64627,0.12702,0.05905,3.34473,0.32914,-0.29527,0.06414,0.11751,3.0583,0.38856,-0.5817,0.12356,0.11751,3.0583,0.38856,-0.5817,0.12356
N00000104,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000105,0.11734,1.63373,0.70702,-0.64627,0.12702,0.05905,3.34473,0.32914,-0.29527,0.06414,0.11751,3.0583,0.38856,-0.5817,0.12356,0.11751,3.0583,0.38856,-0.5817,0.12356
N00000106,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000107,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000108,0.11734,1.63373,0.70702,-0.64627,0.12702,0.05905,3.34473,0.32914,-0.29527,0.06414,0.11751,3.0583,0.38856,-0.5817,0.12356,0.11751,3.0583,0.38856,-0.5817,0.12356
N00000109,0.11734,1.63373,0.70702,-0.64627,0.12702,0.05905,3.34473,0.32914,-0.29527,0.06414,0.11751,3.0583,0.38856,-0.5817,0.12356,0.11751,3.0583,0.38856,-0.5817,0.12356
N00000110,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000111,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
N00000112,0.11663,1.63785,0.70625,-0.64215,0.12625,0.05856,3.3474,0.32863,-0.2926,0.06363,0.11649,3.06373,0.38747,-0.57627,0.12247,0.11649,3.06373,0.38747,-0.57627,0.12247
